site,keyword,title,url,snippet,date,image,section
theage,,"If your kids haven’t bought a home by their early 30s, be warned",https://www.theage.com.au/property/news/if-your-kids-haven-t-bought-a-home-by-their-early-30s-be-warned-20250910-p5mtw8.html,"Mortgage repayments are high and deposits are hefty, but there’s a new challenge for first home hopefuls.",,https://static.ffx.io/images/$zoom_0.938%2C$multiply_0.5515%2C$ratio_1.777778%2C$width_1059%2C$x_14%2C$y_436/t_crop_custom/q_86%2Cf_auto/fe2b498d27ff89d135b1c9386197f9ece7993a88431c2396795fa4e7aa0c401f,Housing affordability
theage,,Rebel Wilson lists her investment property for a $300k discount,https://www.theage.com.au/property/news/rebel-wilson-lists-her-sydney-investment-property-for-2-million-20250911-p5mu73.html,It will be the Hollywood star’s second go at selling the home she bought off the plan in a heritage conversion building.,,https://static.ffx.io/images/$zoom_0.2052%2C$multiply_0.5515%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_0/t_crop_custom/q_86%2Cf_auto/604970f06a62fa651431d7135cb89495e80851e5,Title Deeds
theage,,The best luxury properties for sale in Australia this week,https://www.theage.com.au/property/news/the-best-luxury-properties-for-sale-in-australia-this-week-20250910-p5mtw9.html,,,https://static.ffx.io/images/$zoom_0.6948529411764706%2C$multiply_0.254%2C$ratio_1%2C$width_378%2C$x_15%2C$y_330/t_crop_custom/q_86%2Cf_auto/d3290776d6d2a807bcb19b630e7332c65d3b839fd7c0ec0e5613a411435e94f9,Residential property
theage,,The type of home that Melbourne has a ‘chronic’ shortage of,https://www.theage.com.au/property/living/family-home-owners-are-eager-to-downsize-but-there-s-a-problem-20250910-p5mtv6.html,,,https://static.ffx.io/images/$zoom_0.1367%2C$multiply_0.254%2C$ratio_1%2C$width_378%2C$x_96%2C$y_0/t_crop_custom/q_86%2Cf_auto/cc2cf7280cb7718cf8d05a171083cfd74ca85c22,Luxury property
theage,,Where your kids might be able to buy a home – as long as they’re quick,https://www.theage.com.au/property/news/suburbs-that-will-soon-be-affordable-for-home-buyers-but-not-for-long-20250909-p5mtlu.html,,,https://static.ffx.io/images/$zoom_0.08238884045335658%2C$multiply_0.254%2C$ratio_1%2C$width_378%2C$x_72%2C$y_0/t_crop_custom/q_86%2Cf_auto/f5ddd116d0c4cebac0ff641b0fb011ac775b7e6d,First-home buyers
theage,,Watching finals footy at the pub? Here are 10 venues doing speccy food and drink specials,https://www.theage.com.au/goodfood/melbourne-eating-out/watching-finals-footy-at-the-pub-here-are-10-venues-doing-speccy-food-and-drink-specials-20250910-p5mtub.html,,,https://static.ffx.io/images/$zoom_0.14561538461538465%2C$multiply_0.7963%2C$ratio_1%2C$width_378%2C$x_59%2C$y_108/t_crop_custom/q_86%2Cf_auto/6cb202ccf55f4900ec13058bce1946258f75be230da35cf447165dfe2e691952,Specials board
theage,,"21 bright and fresh wines and spritzes for spring drinking, for $30 or less",https://www.theage.com.au/goodfood/tips-and-advice/21-bright-and-fresh-wines-and-spritzes-for-spring-drinking-for-30-or-less-20250908-p5mtem.html,,,https://static.ffx.io/images/$zoom_0.10096153846153848%2C$multiply_0.7963%2C$ratio_1%2C$width_378%2C$x_85%2C$y_0/t_crop_custom/q_86%2Cf_auto/225dbb7cd14d49552f137ce7838fbbab8845cf6f,Wine
theage,,A sticky situation: These tender pork ribs are glazed to glossy perfection,https://www.theage.com.au/goodfood/recipes/a-sticky-situation-tender-pork-ribs-glazed-to-perfection-20250805-p5mkg9.html,,,https://static.ffx.io/images/$zoom_0.08440384615384616%2C$multiply_0.7963%2C$ratio_1%2C$width_378%2C$x_235%2C$y_225/t_crop_custom/q_86%2Cf_auto/8b53782c1ff3a1ee48efe1395687110be7110c7f,Midweek dinner
theage,,A ‘mini-pub’ with dad rock and meat raffles opens in a legendary St Kilda site,https://www.theage.com.au/goodfood/melbourne-eating-out/a-mini-pub-with-dad-rock-and-meat-raffles-opens-in-a-legendary-st-kilda-site-20250908-p5mtcj.html,,,https://static.ffx.io/images/$zoom_0.1654864864864865%2C$multiply_0.7963%2C$ratio_1%2C$width_378%2C$x_250%2C$y_13/t_crop_custom/q_86%2Cf_auto/3fbf9502d0ddfc11c76d23fbcb79fb4c588d9a07,Just open
theage,,"At 25, my doctor told me I was on a path to liver failure. At first, I kept on drinking",https://www.theage.com.au/lifestyle/life-and-relationships/at-25-my-doctor-told-me-i-was-on-a-path-to-liver-failure-at-first-i-kept-on-drinking-20250827-p5mqbc.html,"Looking back now, I want to scream at that old me to stop.",,https://static.ffx.io/images/$zoom_0.369140625%2C$multiply_0.7725%2C$ratio_1.5%2C$width_756%2C$x_0%2C$y_0/t_crop_custom/q_86%2Cf_auto/bae6757cf450b9a97c45ac35052e10d781d99d7e,Sunday Life
theage,,"Babies need a rebrand: With the birthrate in freefall, we’re overlooking one aspect of parenting",https://www.theage.com.au/lifestyle/life-and-relationships/babies-need-a-rebrand-with-the-birthrate-in-freefall-we-re-overlooking-one-aspect-of-parenting-20250911-p5mu5r.html,,,https://static.ffx.io/images/$zoom_0.7019%2C$multiply_0.3571%2C$ratio_1.5%2C$width_756%2C$x_0%2C$y_263/t_crop_custom/q_86%2Cf_auto/ee68a2bedc5005c45d0eaf5e5b930c7b78db77e0,Motherhood
theage,,Your friend keeps complaining. Here are five ways to help them – and yourself,https://www.theage.com.au/lifestyle/life-and-relationships/your-friend-keeps-complaining-here-are-five-ways-to-help-them-and-yourself-20250908-p5mt6g.html,,,https://static.ffx.io/images/$zoom_0.12566489361702127%2C$multiply_0.3571%2C$ratio_1.5%2C$width_756%2C$x_0%2C$y_0/t_crop_custom/q_86%2Cf_auto/8222e6134abd5dd4397844f8bf80de39e51c0c68,Friendship
theage,,Why you might have your star sign all wrong,https://www.theage.com.au/lifestyle/life-and-relationships/why-you-might-have-your-star-sign-all-wrong-20250910-p5mtth.html,,,https://static.ffx.io/images/$zoom_0.1956521739130435%2C$multiply_0.3571%2C$ratio_1.5%2C$width_756%2C$x_0%2C$y_0/t_crop_custom/q_86%2Cf_auto/4e062e512ba3f67ceb87c8348bcbab729ccae89a,Psychology
theage,,The ‘horrifying’ spring fashion trend stylists say can be saved,https://www.theage.com.au/lifestyle/fashion/the-horrifying-spring-fashion-trend-stylists-say-can-be-saved-20250901-p5mrgk.html,,,https://static.ffx.io/images/$zoom_0.252%2C$multiply_0.3571%2C$ratio_1.5%2C$width_756%2C$x_0%2C$y_0/t_crop_custom/q_86%2Cf_auto/44c95b4590adecea5fc4e63ff7c3d624c5b2724d,Trends
theage,,What to stream this week: Miranda Tapsell’s rom-com and five more picks,https://www.theage.com.au/culture/tv-and-radio/what-to-stream-this-week-miranda-tapsell-s-rom-com-and-five-more-20250908-p5mt9s.html,"Picks include Top End Bub and a mushroom murder trial documentary, plus Steve Coogan and Harriet Walter get political.",,https://static.ffx.io/images/$zoom_0.73828125%2C$multiply_0.7725%2C$ratio_1.5%2C$width_756%2C$x_0%2C$y_0/t_crop_custom/q_86%2Cf_auto/5d494bc77abf9f49b280a0f81838194a54abe6b22fea6cdd0a1fba35d9918b54,Streaming
theage,,‘We were so imperfect’: Arundhati Roy tackles her most personal subject yet,https://www.theage.com.au/culture/books/we-were-so-imperfect-the-both-of-us-arundhati-roy-on-her-mother-mary-20250909-p5mtnt.html,,,https://static.ffx.io/images/$zoom_0.22668665667166416%2C$multiply_0.3571%2C$ratio_1.5%2C$width_756%2C$x_0%2C$y_315/t_crop_custom/q_86%2Cf_auto/b31f6c4dab13ea706131312368d511854e2ed8ba,Literature
